"�..OBJECTNUMMER";"SELECTIE";"Besluitnummer";"Status";"Omschrijving";"WKT_LNG_LAT";"WKT_LAT_LNG";"LNG";"LAT";"X"
1202;"BLAUW";"1. Oost 5 - C1";"OK";"Hugo Vrieslaan, weerszijden, tussen Middenweg en Nobelweg";"LINESTRING(4.9293338 52.3477325,4.9293846 52.3477481,4.9295480 52.3478390,4.9309220 52.3486010,4.9334490 52.3500110,4.9338500 52.3502480,4.9339950 52.3502990,4.9340920 52.3503390,4.9343270 52.3504770,4.9347973 52.3507680,4.9348501 52.3508124,4.9348840 52.3508546)";"LINESTRING(52.3477325 4.9293338,52.3477481 4.9293846,52.3478390 4.9295480,52.3486010 4.9309220,52.3500110 4.9334490,52.3502480 4.9338500,52.3502990 4.9339950,52.3503390 4.9340920,52.3504770 4.9343270,52.3507680 4.9347973,52.3508124 4.9348501,52.3508546 4.9348840)";4.9321139;52.34928655;NA
1203;"BLAUW";"1. Oost 5 - B";"OK";"Nobelweg, weerszijden, tussen Kamerlingh Onneslaan en Hugo Vrieslaan";"LINESTRING(4.9293338 52.3477325,4.9292356 52.3477379,4.9291690 52.3477450,4.9290874 52.3477613,4.9290323 52.3477867,4.9287903 52.3479289,4.9287487 52.3479620,4.9286300 52.3480860,4.9285700 52.3481240,4.9282692 52.3483022,4.9282174 52.3483210,4.9280517 52.3483762,4.9280088 52.3483923,4.9268227 52.3491004,4.9259777 52.3496029,4.9252438 52.3500815,4.9252260 52.3501046)";"LINESTRING(52.3477325 4.9293338,52.3477379 4.9292356,52.3477450 4.9291690,52.3477613 4.9290874,52.3477867 4.9290323,52.3479289 4.9287903,52.3479620 4.9287487,52.3480860 4.9286300,52.3481240 4.9285700,52.3483022 4.9282692,52.3483210 4.9282174,52.3483762 4.9280517,52.3483923 4.9280088,52.3491004 4.9268227,52.3496029 4.9259777,52.3500815 4.9252438,52.3501046 4.9252260)";4.9272849;52.34891155;NA
1204;"ROOD";"1. Oost 5 - I";"OK";"Lorentzlaan, tussen Pieter Zeemanlaan en Flammarionstraat, in beide richtingen";"LINESTRING(4.9347750 52.3488940,4.9333184 52.3480871)";"LINESTRING(52.3488940 4.9347750,52.3480871 4.9333184)";4.9340517;52.34848355;NA
1205;"ROOD";"1. Oost 5 - K";"OK";"Ostwaldstraat, tussen Kapteynstraat en Glauberweg, in beide richtingen";"LINESTRING(4.9332527 52.3471507,4.9339206 52.3475537,4.9340440 52.3476340,4.9340991 52.3476783,4.9354550 52.3484960)";"LINESTRING(52.3471507 4.9332527,52.3475537 4.9339206,52.3476340 4.9340440,52.3476783 4.9340991,52.3484960 4.9354550)";4.93435885;52.34781635;NA
1206;"ROOD";"1. Oost 5 - J";"OK";"Pieter Zeemanlaan, tussen Lorentzlaan en Ostwaldstraat, in beide richtingen";"LINESTRING(4.9340440 52.3476340,4.9333184 52.3480871)";"LINESTRING(52.3476340 4.9340440,52.3480871 4.9333184)";4.9336862;52.34785355;NA
1208;"ROOD";"1. Oost 5 - L";"OK";"Kapteynstraat, tussen Ostwaldstraat en Van ‘t Hofflaan, in beide richtingen";"LINESTRING(4.9333270 52.3470820,4.9337330 52.3468320)";"LINESTRING(52.3470820 4.9333270,52.3468320 4.9337330)";4.933535;52.34695;NA
1209;"ROOD";"1. Oost 5 - M";"OK";"Enthovenstraat, tussen Snelliusstraat en Van ‘t Hofflaan, in beide richtingen";"LINESTRING(4.9324710 52.3466080,4.9329870 52.3464260)";"LINESTRING(52.3466080 4.9324710,52.3464260 4.9329870)";4.932734;52.34651;NA
1212;"ROOD";"1. Oost 5 - C2";"OK";"Hugo Vrieslaan, zuidzijde, tussen Fizeaustraat en Maxwellstraat, in beide richtingen";"LINESTRING(4.9291650 52.3472460,4.9291991 52.3473925)";"LINESTRING(52.3472460 4.9291650,52.3473925 4.9291991)";4.92918705;52.34731225;NA
1217;"BLAUW";"1. Centrum 1 - F";"OK";"Spuistraat, even zijde";"LINESTRING(4.8889917 52.3685648,4.8887720 52.3688320,4.8887350 52.3688680,4.8886840 52.3689740,4.8886760 52.3690220,4.8886670 52.3691300,4.8886750 52.3692210,4.8887270 52.3694100,4.8888620 52.3698210,4.8889360 52.3700680,4.8889910 52.3702760,4.8890430 52.3705010,4.8892890 52.3715830,4.8893410 52.3718370,4.8895610 52.3730840)";"LINESTRING(52.3685648 4.8889917,52.3688320 4.8887720,52.3688680 4.8887350,52.3689740 4.8886840,52.3690220 4.8886760,52.3691300 4.8886670,52.3692210 4.8886750,52.3694100 4.8887270,52.3698210 4.8888620,52.3700680 4.8889360,52.3702760 4.8889910,52.3705010 4.8890430,52.3715830 4.8892890,52.3718370 4.8893410,52.3730840 4.8895610)";4.889119;52.3708174;NA
1218;"ROOD";"1. Centrum 1 - L";"OK";"Paleisstraat, toeleidend naar Spuistraat";"LINESTRING(4.8897480 52.3723920,4.8895490 52.3724050)";"LINESTRING(52.3723920 4.8897480,52.3724050 4.8895490)";4.8896535;52.3723915;NA
1219;"EENRICHTING";"4. C";"OK";"Eenrichtingsweg gesloten voor snorfietsen: Paleisstraat, van Nieuwezijds Voorburgwal tot Spuistraat";"LINESTRING(4.8904760 52.3725980,4.8903510 52.3725670,4.8902320 52.3725300,4.8898267 52.3724067,4.8897480 52.3723920)";"LINESTRING(52.3725980 4.8904760,52.3725670 4.8903510,52.3725300 4.8902320,52.3724067 4.8898267,52.3723920 4.8897480)";4.890117;52.372488;NA
1229;"ROOD";"1. Oost 1 - L";"OK";"Tosarituin, in beide richtingen";"LINESTRING(4.9232286 52.3793288,4.9243161 52.3794525,4.9244018 52.3794580,4.9244847 52.3794553,4.9245621 52.3794441,4.9251750 52.3793446)";"LINESTRING(52.3793288 4.9232286,52.3794525 4.9243161,52.3794580 4.9244018,52.3794553 4.9244847,52.3794441 4.9245621,52.3793446 4.9251750)";4.9242068;52.3793864;NA
1231;"BLAUW";"1. Oost 1 - A";"OK";"Oostelijke Handelskade, weerszijden";"LINESTRING(4.9382639 52.3735185,4.9382635 52.3736111,4.9382647 52.3736762,4.9382567 52.3737077,4.9382364 52.3737423,4.9381960 52.3737720,4.9381504 52.3737908,4.9380808 52.3738063,4.9374733 52.3739119,4.9353890 52.3742740,4.9346432 52.3744038,4.9338987 52.3745331,4.9328376 52.3747167,4.9319102 52.3748778,4.9309807 52.3750394,4.9309394 52.3750444,4.9308991 52.3750452,4.9308508 52.3750462,4.9308052 52.3750505,4.9305634 52.3750939,4.9296387 52.3752551,4.9295826 52.3752634,4.9295304 52.3752684,4.9294696 52.3752699)";"LINESTRING(52.3735185 4.9382639,52.3736111 4.9382635,52.3736762 4.9382647,52.3737077 4.9382567,52.3737423 4.9382364,52.3737720 4.9381960,52.3737908 4.9381504,52.3738063 4.9380808,52.3739119 4.9374733,52.3742740 4.9353890,52.3744038 4.9346432,52.3745331 4.9338987,52.3747167 4.9328376,52.3748778 4.9319102,52.3750394 4.9309807,52.3750444 4.9309394,52.3750452 4.9308991,52.3750462 4.9308508,52.3750505 4.9308052,52.3750939 4.9305634,52.3752551 4.9296387,52.3752634 4.9295826,52.3752684 4.9295304,52.3752699 4.9294696)";4.93387215;52.3743872;NA
1233;"BLAUW";"1. Oost 1 - A";"OK";"Oostelijke Handelskade, weerszijden";"LINESTRING(4.9386122 52.3736444,4.9385874 52.3736973,4.9385751 52.3737213,4.9385533 52.3737526,4.9385220 52.3737850,4.9384941 52.3738083,4.9384591 52.3738282,4.9384160 52.3738465,4.9383669 52.3738619,4.9383090 52.3738749,4.9351850 52.3744180,4.9343729 52.3745589,4.9320754 52.3749582,4.9294278 52.3754177,4.9293523 52.3754258,4.9292948 52.3754266,4.9292450 52.3754240,4.9291890 52.3754090,4.9291460 52.3753910)";"LINESTRING(52.3736444 4.9386122,52.3736973 4.9385874,52.3737213 4.9385751,52.3737526 4.9385533,52.3737850 4.9385220,52.3738083 4.9384941,52.3738282 4.9384591,52.3738465 4.9384160,52.3738619 4.9383669,52.3738749 4.9383090,52.3744180 4.9351850,52.3745589 4.9343729,52.3749582 4.9320754,52.3754177 4.9294278,52.3754258 4.9293523,52.3754266 4.9292948,52.3754240 4.9292450,52.3754090 4.9291890,52.3753910 4.9291460)";4.9338841;52.3745285;NA
1236;"BLAUW";"1. Oost 1 - E";"OK";"Verbindingsdam, weerszijden";"LINESTRING(4.9375167 52.3771585,4.9374935 52.3769984,4.9374736 52.3769178,4.9374817 52.3768228,4.9374990 52.3767287,4.9375375 52.3765126,4.9375597 52.3764339,4.9376006 52.3763543,4.9376313 52.3763197,4.9376497 52.3762993,4.9379593 52.3760080,4.9382790 52.3757200,4.9384290 52.3756100,4.9387360 52.3753330,4.9390940 52.3749870,4.9393330 52.3747610,4.9396520 52.3744860,4.9397574 52.3744036,4.9398748 52.3743220,4.9401070 52.3741540,4.9402140 52.3740920,4.9403001 52.3740342,4.9403594 52.3739813,4.9403926 52.3739309,4.9404053 52.3738847,4.9404041 52.3738333,4.9403828 52.3737826)";"LINESTRING(52.3771585 4.9375167,52.3769984 4.9374935,52.3769178 4.9374736,52.3768228 4.9374817,52.3767287 4.9374990,52.3765126 4.9375375,52.3764339 4.9375597,52.3763543 4.9376006,52.3763197 4.9376313,52.3762993 4.9376497,52.3760080 4.9379593,52.3757200 4.9382790,52.3756100 4.9384290,52.3753330 4.9387360,52.3749870 4.9390940,52.3747610 4.9393330,52.3744860 4.9396520,52.3744036 4.9397574,52.3743220 4.9398748,52.3741540 4.9401070,52.3740920 4.9402140,52.3740342 4.9403001,52.3739813 4.9403594,52.3739309 4.9403926,52.3738847 4.9404053,52.3738333 4.9404041,52.3737826 4.9403828)";4.93894445;52.37546355;NA
1237;"ROOD";"1. Oost 1 - F";"OK";"Tussen Levantkade en Verbindingsdam, in beide richtingen";"LINESTRING(4.9376313 52.3763197,4.9377472 52.3763670,4.9378088 52.3763844,4.9378691 52.3763910,4.9381960 52.3764079)";"LINESTRING(52.3763197 4.9376313,52.3763670 4.9377472,52.3763844 4.9378088,52.3763910 4.9378691,52.3764079 4.9381960)";4.93791865;52.3763568;NA
1239;"BLAUW";"1. Oost 3 - F";"OK";"Veelaan, weerszijden";"LINESTRING(4.9396111 52.3662235,4.9395899 52.3662524,4.9395540 52.3664700,4.9395507 52.3673942,4.9395564 52.3674193,4.9395953 52.3674753,4.9395850 52.3679950,4.9395710 52.3686280)";"LINESTRING(52.3662235 4.9396111,52.3662524 4.9395899,52.3664700 4.9395540,52.3673942 4.9395507,52.3674193 4.9395564,52.3674753 4.9395953,52.3679950 4.9395850,52.3686280 4.9395710)";4.9395859;52.36741875;NA
1241;"ROOD";"1. Oost 3 - E";"OK";"Tussen Veelaan en Dick Greinerstraat, in beide richtingen";"LINESTRING(4.9403290 52.3680390,4.9401240 52.3680350,4.9398850 52.3679950,4.9395850 52.3679950)";"LINESTRING(52.3680390 4.9403290,52.3680350 4.9401240,52.3679950 4.9398850,52.3679950 4.9395850)";4.939962;52.36801;NA
1242;"BLAUW";"1. Oost 1 - O";"OK";"Borneolaan, weerszijden, tussen C. van Eesterenlaan en huisnummers 1 en 8";"LINESTRING(4.9382757 52.3710606,4.9367720 52.3710440,4.9356320 52.3710410,4.9348546 52.3710334)";"LINESTRING(52.3710606 4.9382757,52.3710440 4.9367720,52.3710410 4.9356320,52.3710334 4.9348546)";4.93657015;52.37104;NA
1244;"BLAUW";"1. Oost 1 - O";"OK";"Borneolaan, weerszijden, tussen C. van Eesterenlaan en huisnummers 1 en 8";"LINESTRING(4.9348852 52.3711816,4.9351860 52.3711830,4.9364900 52.3711960,4.9381427 52.3712092,4.9382687 52.3712123)";"LINESTRING(52.3711816 4.9348852,52.3711830 4.9351860,52.3711960 4.9364900,52.3712092 4.9381427,52.3712123 4.9382687)";4.93658195;52.37118995;NA
1247;"ROOD";"1. Oost 5 - P";"OK";"Tussen Rozenburglaan en Onderlangs, in beide richtingen";"LINESTRING(4.9405570 52.3384730,4.9408500 52.3386480)";"LINESTRING(52.3384730 4.9405570,52.3386480 4.9408500)";4.9407085;52.3385535;NA
1251;"BLAUW";"1. Oost 5 - O";"OK";"Rozenburglaan, tussen Kruislaan en Onderlangs, in beide richtingen";"LINESTRING(4.9404340 52.3383520,4.9396599 52.3388240,4.9390213 52.3392362,4.9389100 52.3392627,4.9387961 52.3392879,4.9387010 52.3393310,4.9386519 52.3393790,4.9386368 52.3394382,4.9385930 52.3395006,4.9380020 52.3398760,4.9368790 52.3405930,4.9363860 52.3408980,4.9362600 52.3409820,4.9357240 52.3413170,4.9355510 52.3414350,4.9350990 52.3417510,4.9346710 52.3420610,4.9342800 52.3423340,4.9331510 52.3431610,4.9329819 52.3432835)";"LINESTRING(52.3383520 4.9404340,52.3388240 4.9396599,52.3392362 4.9390213,52.3392627 4.9389100,52.3392879 4.9387961,52.3393310 4.9387010,52.3393790 4.9386519,52.3394382 4.9386368,52.3395006 4.9385930,52.3398760 4.9380020,52.3405930 4.9368790,52.3408980 4.9363860,52.3409820 4.9362600,52.3413170 4.9357240,52.3414350 4.9355510,52.3417510 4.9350990,52.3420610 4.9346710,52.3423340 4.9342800,52.3431610 4.9331510,52.3432835 4.9329819)";4.93671295;52.34081075;NA
1255;"BLAUW";"1. Oost 5 - E";"OK";"Middenweg, weerszijden, tussen Voorlandpad en Wethouder Frankeweg";"LINESTRING(4.9493513 52.3418455,4.9488980 52.3421346,4.9486942 52.3422385,4.9482677 52.3425070,4.9482034 52.3425786,4.9481417 52.3426217,4.9470850 52.3432570,4.9464190 52.3436780,4.9463830 52.3437130,4.9462930 52.3438090,4.9459940 52.3440040,4.9454140 52.3443580,4.9442860 52.3450710,4.9428650 52.3459590,4.9425440 52.3461620,4.9417810 52.3466400,4.9412230 52.3469930,4.9406420 52.3473590,4.9401760 52.3476170,4.9401097 52.3476357)";"LINESTRING(52.3418455 4.9493513,52.3421346 4.9488980,52.3422385 4.9486942,52.3425070 4.9482677,52.3425786 4.9482034,52.3426217 4.9481417,52.3432570 4.9470850,52.3436780 4.9464190,52.3437130 4.9463830,52.3438090 4.9462930,52.3440040 4.9459940,52.3443580 4.9454140,52.3450710 4.9442860,52.3459590 4.9428650,52.3461620 4.9425440,52.3466400 4.9417810,52.3469930 4.9412230,52.3473590 4.9406420,52.3476170 4.9401760,52.3476357 4.9401097)";4.9447355;52.3447336;NA
1256;"BLAUW";"1. Oost 5 - D1";"OK";"Kruislaan, weerszijden, tussen Maxwellstraat en Radioweg, ";"LINESTRING(4.9399261 52.3477490,4.9399196 52.3477304,4.9394243 52.3474297,4.9386080 52.3469330,4.9384240 52.3468510,4.9381460 52.3466820,4.9380360 52.3466150,4.9379540 52.3465150,4.9378350 52.3464280,4.9373730 52.3461510,4.9370870 52.3459780,4.9368680 52.3459240,4.9366700 52.3458070,4.9365820 52.3456750,4.9355900 52.3450710,4.9353480 52.3449210,4.9351150 52.3447760,4.9347120 52.3445420,4.9346160 52.3445063,4.9345453 52.3444950,4.9344664 52.3444927)";"LINESTRING(52.3477490 4.9399261,52.3477304 4.9399196,52.3474297 4.9394243,52.3469330 4.9386080,52.3468510 4.9384240,52.3466820 4.9381460,52.3466150 4.9380360,52.3465150 4.9379540,52.3464280 4.9378350,52.3461510 4.9373730,52.3459780 4.9370870,52.3459240 4.9368680,52.3458070 4.9366700,52.3456750 4.9365820,52.3450710 4.9355900,52.3449210 4.9353480,52.3447760 4.9351150,52.3445420 4.9347120,52.3445063 4.9346160,52.3444950 4.9345453,52.3444927 4.9344664)";4.93720125;52.34611385;NA
1257;"BLAUW";"1. Oost 4 - E1";"OK";"Kamerlingh Onneslaan, noordzijde, tussen Nobelweg en 100 meter vanaf de hoofdrijbaan van Gooiseweg";"LINESTRING(4.9220750 52.3489470,4.9225810 52.3490330,4.9233308 52.3491524,4.9235108 52.3491952,4.9237893 52.3492840,4.9239950 52.3493800,4.9240650 52.3494180,4.9241760 52.3494820,4.9242820 52.3495550,4.9243967 52.3496476,4.9244820 52.3497329,4.9246890 52.3499590,4.9247961 52.3500748,4.9248121 52.3501055)";"LINESTRING(52.3489470 4.9220750,52.3490330 4.9225810,52.3491524 4.9233308,52.3491952 4.9235108,52.3492840 4.9237893,52.3493800 4.9239950,52.3494180 4.9240650,52.3494820 4.9241760,52.3495550 4.9242820,52.3496476 4.9243967,52.3497329 4.9244820,52.3499590 4.9246890,52.3500748 4.9247961,52.3501055 4.9248121)";4.92344855;52.34951925;NA
1275;"BLAUW";"1. Oost 3 - B1";"OK";"Zeeburgerdijk, weerszijden, tussen Flevoparkweg en huisnummer 53";"LINESTRING(4.9347871 52.3661330,4.9349180 52.3661310,4.9350330 52.3661500,4.9353180 52.3661550,4.9366440 52.3661670,4.9373040 52.3661740,4.9379670 52.3661810,4.9391580 52.3661920,4.9392322 52.3661967,4.9393144 52.3662080,4.9393395 52.3662194)";"LINESTRING(52.3661330 4.9347871,52.3661310 4.9349180,52.3661500 4.9350330,52.3661550 4.9353180,52.3661670 4.9366440,52.3661740 4.9373040,52.3661810 4.9379670,52.3661920 4.9391580,52.3661967 4.9392322,52.3662080 4.9393144,52.3662194 4.9393395)";4.9370683;52.3661682;NA
1277;"BLAUW";"1. Oost 3 - B1";"OK";"Zeeburgerdijk, weerszijden, tussen Flevoparkweg en huisnummer 53";"LINESTRING(4.9393356 52.3660626,4.9392693 52.3660706,4.9391843 52.3660786,4.9361890 52.3660460,4.9343600 52.3660290)";"LINESTRING(52.3660626 4.9393356,52.3660706 4.9392693,52.3660786 4.9391843,52.3660460 4.9361890,52.3660290 4.9343600)";4.9368528;52.3660468;NA
1286;"BLAUW";"1. Oost 2 - B";"OK";"Pontanusstraat, oostzijde";"LINESTRING(4.9304505 52.3640456,4.9304180 52.3641130,4.9303587 52.3641854,4.9302910 52.3642497,4.9302300 52.3642990,4.9301210 52.3643710,4.9300140 52.3644310,4.9299250 52.3644800,4.9298070 52.3645460,4.9296770 52.3646150,4.9292100 52.3648720,4.9291100 52.3649170,4.9289170 52.3649990,4.9288310 52.3650360,4.9280630 52.3653030,4.9273382 52.3655560,4.9272394 52.3655745,4.9271577 52.3656045,4.9271047 52.3656382)";"LINESTRING(52.3640456 4.9304505,52.3641130 4.9304180,52.3641854 4.9303587,52.3642497 4.9302910,52.3642990 4.9302300,52.3643710 4.9301210,52.3644310 4.9300140,52.3644800 4.9299250,52.3645460 4.9298070,52.3646150 4.9296770,52.3648720 4.9292100,52.3649170 4.9291100,52.3649990 4.9289170,52.3650360 4.9288310,52.3653030 4.9280630,52.3655560 4.9273382,52.3655745 4.9272394,52.3656045 4.9271577,52.3656382 4.9271047)";4.9287826;52.3648349;NA
1295;"BLAUW";"1. Oost 3 - B1";"OK";"Zeeburgerdijk, weerszijden, tussen Flevoparkweg en huisnummer 53";"LINESTRING(4.9480433 52.3660138,4.9479380 52.3660810,4.9476990 52.3662010,4.9476320 52.3662320,4.9475840 52.3662470,4.9475170 52.3662570,4.9474260 52.3662640,4.9465170 52.3662690,4.9464329 52.3662746,4.9463932 52.3662876)";"LINESTRING(52.3660138 4.9480433,52.3660810 4.9479380,52.3662010 4.9476990,52.3662320 4.9476320,52.3662470 4.9475840,52.3662570 4.9475170,52.3662640 4.9474260,52.3662690 4.9465170,52.3662746 4.9464329,52.3662876 4.9463932)";4.94722325;52.3661437;NA
1296;"BLAUW";"1. Oost 3 - B1";"OK";"Zeeburgerdijk, weerszijden, tussen Flevoparkweg en huisnummer 53";"LINESTRING(4.9459624 52.3662843,4.9459097 52.3662670,4.9458637 52.3662555,4.9457690 52.3662480,4.9413620 52.3662250,4.9403990 52.3662210,4.9396450 52.3662180,4.9396111 52.3662235)";"LINESTRING(52.3662843 4.9459624,52.3662670 4.9459097,52.3662555 4.9458637,52.3662480 4.9457690,52.3662250 4.9413620,52.3662210 4.9403990,52.3662180 4.9396450,52.3662235 4.9396111)";4.94279175;52.36624415;NA
1297;"BLAUW";"1. Oost 3 - B1";"OK";"Zeeburgerdijk, weerszijden, tussen Flevoparkweg en huisnummer 53";"LINESTRING(4.9396169 52.3660635,4.9396544 52.3660677,4.9421200 52.3660814,4.9438446 52.3660889,4.9468030 52.3660980,4.9469160 52.3660970,4.9469910 52.3660920,4.9470910 52.3660800,4.9472710 52.3660440)";"LINESTRING(52.3660635 4.9396169,52.3660677 4.9396544,52.3660814 4.9421200,52.3660889 4.9438446,52.3660980 4.9468030,52.3660970 4.9469160,52.3660920 4.9469910,52.3660800 4.9470910,52.3660440 4.9472710)";4.94344895;52.366064;NA
