OBJECTNUMMER;SELECTIE;Legenda;Bijschrift;Adres;Foto_put;Foto_object;Website;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
137;"VONDST";"Vondsten";"bord, aardewerk, 1600-1650";"Vinkenstraat 11";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/VIN12.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8882611,52.3813635)";"POINT(52.3813635,4.8882611)";4.8882611;52.3813635;
138;"VONDST";"Vondsten";"grape, aardewerk, Duitsland, 1575-1600";"Haarlemmerstraat 138";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HA1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.889991,52.3812834)";"POINT(52.3812834,4.889991)";4.889991;52.3812834;
139;"VONDST";"Vondsten";"zalfpot, majolica, Holland, 1600-1625";"Haarlemmerstraat 112";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HA4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8907168,52.3809058)";"POINT(52.3809058,4.8907168)";4.8907168;52.3809058;
140;"VONDST";"Vondsten";"kandelaar, eikenhout en koper, 1575-1600";"Haarlemmerstraat 71";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/HA3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.89241,52.3800246)";"POINT(52.3800246,4.89241)";4.89241;52.3800246;
141;"VONDST";"Vondsten";"jyddepot, aardewerk, Jutland Denemarken, 1650-1700";"Lindengracht 58";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/LIN1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8862212,52.3806807)";"POINT(52.3806807,4.8862212)";4.8862212;52.3806807;
142;"VONDST";"Vondsten";"zoutvat, faience, Nevers Frankrijk, 1600-1625";"Lindengracht 42";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/LIN2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.886481,52.3806693)";"POINT(52.3806693,4.886481)";4.886481;52.3806693;
143;"VONDST";"Vondsten";"bord, faience, Ligurië Italië, 1600-1650";"Lindengracht 6";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/LIN4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8870652,52.3807646)";"POINT(52.3807646,4.8870652)";4.8870652;52.3807646;
144;"VONDST";"Vondsten";"handschoen, zijde, 1600-1625";"Lindengracht 67";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/LIN.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8857071,52.3801886)";"POINT(52.3801886,4.8857071)";4.8857071;52.3801886;
145;"VONDST";"Vondsten";"kan, porselein, China, 1700-1750";"Eerste Lindendwarsstraat 22";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/LINDW.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8843338,52.379666)";"POINT(52.379666,4.8843338)";4.8843338;52.379666;
146;"VONDST";"Vondsten";"plooischotel, faience, Haarlem Holland, 1645-1655";"Boomstraat 66";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BO2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.884093,52.3791739)";"POINT(52.3791739,4.884093)";4.884093;52.3791739;
147;"BEERPUT_VONDST";"Beerput en vondsten";"wijnflessen, waldglas, 1700-1750";"Karthuizersstraat 2-6";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/bp_KAR.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KAR.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8818672,52.3789946)";"POINT(52.3789946,4.8818672)";4.8818672;52.3789946;
148;"VONDST";"Vondsten";"roomkan, aardewerk, 1750-1800";"Boomstraat 53";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BO.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.88431,52.3790022)";"POINT(52.3790022,4.88431)";4.88431;52.3790022;
149;"VONDST";"Vondsten";"stamper, brons, 1600-1650";"Boomstraat 45";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BO1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8845112,52.3790404)";"POINT(52.3790404,4.8845112)";4.8845112;52.3790404;
150;"VONDST";"Vondsten";"plooischotel, faience Italië, 1600-1650";"Anjeliersstraat 2";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/AJ3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8859169,52.3783881)";"POINT(52.3783881,4.8859169)";4.8859169;52.3783881;
151;"VONDST";"Vondsten";"bord, faience, Italië / Frankrijk, 1600-1625";"Westerstraat 69-71";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/WET.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8848002,52.3784606)";"POINT(52.3784606,4.8848002)";4.8848002;52.3784606;
152;"VONDST";"Vondsten";"bord, aardewerk, Nederrijn Duitsland, 1700-1750";"Anjeliersstraat 40";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/AJ1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8847291,52.3781249)";"POINT(52.3781249,4.8847291)";4.8847291;52.3781249;
153;"VONDST";"Vondsten";"els, hout en koper, 1700-1750";"Tuinstraat 200";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/TUI1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8809969,52.3768355)";"POINT(52.3768355,4.8809969)";4.8809969;52.3768355;
154;"VONDST";"Vondsten";"fles, faience, Portugal, 1625-1650";"Tuinstraat 198";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/TUI11.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.881057,52.3768469)";"POINT(52.3768469,4.881057)";4.881057;52.3768469;
155;"BEERPUT_VONDST";"Beerput en vondsten";"kam, paardenhoef, 1700-1800";"Anjeliersstraat 103, 107-113";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/bp_ANJ.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ANJ.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8828471,52.3775488)";"POINT(52.3775488,4.8828471)";4.8828471;52.3775488;
156;"VONDST";"Vondsten";"schaaf, beukenhout, 1700-1750";"Eerste Tuindwarsstraat 5";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/TUIDW.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.883858,52.3777167)";"POINT(52.3777167,4.883858)";4.883858;52.3777167;
157;"VONDST";"Vondsten";"kom, stoneware, Engeland, 1725-1750";"Tuinstraat 8";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/TUI13.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8852498,52.3778769)";"POINT(52.3778769,4.8852498)";4.8852498;52.3778769;
158;"VONDST";"Vondsten";"beeld, elzenhout, 1600-1650";"Egelantiersstraat 66";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EGS10.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8836172,52.3770453)";"POINT(52.3770453,4.8836172)";4.8836172;52.3770453;
159;"VONDST";"Vondsten";"fruitkop, aardewerk, 1750-1775";"Tuinstraat 103";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/TUI8.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8824279,52.3769423)";"POINT(52.3769423,4.8824279)";4.8824279;52.3769423;
160;"VONDST";"Vondsten";"Kisurapijp, koper, Japan, 1700-1800";"Tuinstraat 155";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/TUI10.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8810708,52.3766638)";"POINT(52.3766638,4.8810708)";4.8810708;52.3766638;
161;"VONDST";"Vondsten";"theepot, industrieel aardewerk, Engeland, 1775-1800";"Egelantiersstraat 170";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EGS3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8807342,52.3764121)";"POINT(52.3764121,4.8807342)";4.8807342;52.3764121;
162;"VONDST";"Vondsten";"miniatuur grafkapel Jeruzalem, kalksteen, 1600-1625";"Egelantiersstraat 162-168";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EGS1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.880882,52.3764464)";"POINT(52.3764464,4.880882)";4.880882;52.3764464;
163;"VONDST";"Vondsten";"kop, porselein, Arita Japan, 1690-1730";"Egelantiersgracht 46";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EG4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8830321,52.3764922)";"POINT(52.3764922,4.8830321)";4.8830321;52.3764922;
164;"VONDST";"Vondsten";"bord, stoneware, Engeland, 1740-1800";"Egelantiersstraat 159";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EGS9.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.878598,52.3757331)";"POINT(52.3757331,4.878598)";4.878598;52.3757331;
165;"VONDST";"Vondsten";"rookpijp, ivoor, 1750-1800";"Nieuwe Leliestraat 147";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL9.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8788149,52.3747298)";"POINT(52.3747298,4.8788149)";4.8788149;52.3747298;
166;"VONDST";"Vondsten";"vingerhoed, koper, 1650-1700";"Nieuwe Leliestraat 128";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL6.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8794939,52.3750998)";"POINT(52.3750998,4.8794939)";4.8794939;52.3750998;
167;"VONDST";"Vondsten";"gesp (halffabrikaat), koper, 1575-1600";"Nieuwe Leliestraat 106";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL4.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8801439,52.375241)";"POINT(52.375241,4.8801439)";4.8801439;52.375241;
168;"VONDST";"Vondsten";"kom, aardewerk, Italië, 1575-1600";"Nieuwe Leliestraat 104";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL5.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8802059,52.37526)";"POINT(52.37526,4.8802059)";4.8802059;52.37526;
169;"VONDST";"Vondsten";"schaats, ijzer, 1650-1675";"Nieuwe Leliestraat 96";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL7.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8804281,52.3753058)";"POINT(52.3753058,4.8804281)";4.8804281;52.3753058;
170;"VONDST";"Vondsten";"vingerhoed, koper, 1575-1600";"Egelantiersgracht 101";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EG1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8808372,52.3756758)";"POINT(52.3756758,4.8808372)";4.8808372;52.3756758;
171;"VONDST";"Vondsten";"tazza, faience, Italië, 1610-1620";"Egelantiersgracht 27";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/EG2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8832481,52.3761183)";"POINT(52.3761183,4.8832481)";4.8832481;52.3761183;
172;"VONDST";"Vondsten";"booromslag, essenhout, 1650-1700";"Nieuwe Leliestraat 7";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8834531,52.3757559)";"POINT(52.3757559,4.8834531)";4.8834531;52.3757559;
173;"VONDST";"Vondsten";"kom, aardewerk Duitsland, 1725-1750";"Nieuwe Leliestraat 9";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8833921,52.3757178)";"POINT(52.3757178,4.8833921)";4.8833921;52.3757178;
174;"VONDST";"Vondsten";"els, wortelhout en ijzer, 1600-1650";"Nieuwe Leliestraat 33";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/NL3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8825481,52.3755271)";"POINT(52.3755271,4.8825481)";4.8825481;52.3755271;
175;"VONDST";"Vondsten";"paard, vurenhout, 1750-1800";"Bloemstraat 54";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BLS.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8810651,52.3742186)";"POINT(52.3742186,4.8810651)";4.8810651;52.3742186;
176;"VONDST";"Vondsten";"pot, aardewerk, 1700-1750";"Rozengracht 164";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ROG6.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8780472,52.372975)";"POINT(52.372975,4.8780472)";4.8780472;52.372975;
177;"VONDST";"Vondsten";"kan, faience Holland, 1725-1750";"Rozengracht 198-200";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ROG10.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.877311,52.3728186)";"POINT(52.3728186,4.877311)";4.877311;52.3728186;
178;"VONDST";"Vondsten";"strooppot, aardewerk, 1600-1650";"Rozenstraat 220";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO18.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8772819,52.3719679)";"POINT(52.3719679,4.8772819)";4.8772819;52.3719679;
179;"BEERPUT_VONDST";"Beerput en vondsten";"pop, hout, 1675-1700";"Rozenstraat  196-204, 208";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/bp_RO21.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO21.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8776181,52.3719718)";"POINT(52.3719718,4.8776181)";4.8776181;52.3719718;
180;"VONDST";"Vondsten";"kandelaar, aardewerk, 1675-1700";"Rozenstraat 156";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8786271,52.3722083)";"POINT(52.3722083,4.8786271)";4.8786271;52.3722083;
181;"VONDST";"Vondsten";"retort, waldglas, 1675-1725";"Rozenstraat 106-110";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8796632,52.3725401)";"POINT(52.3725401,4.8796632)";4.8796632;52.3725401;
182;"VONDST";"Vondsten";"beker, faience, Holland, 1700-1750";"Rozengracht 67";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ROG8.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8809431,52.3731963)";"POINT(52.3731963,4.8809431)";4.8809431;52.3731963;
183;"VONDST";"Vondsten";"vleugelglas, glas, 1650-1675";"Rozengracht 65";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ROG7.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8810198,52.3732192)";"POINT(52.3732192,4.8810198)";4.8810198;52.3732192;
185;"VONDST";"Vondsten";"pop, elzenhout, 1750-1800";"Rozenstraat 64";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO20.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8813069,52.3729865)";"POINT(52.3729865,4.8813069)";4.8813069;52.3729865;
186;"VONDST";"Vondsten";"bord, faience, Holland, 1650-1675";"Rozenstraat 60";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO16.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8814118,52.3729788)";"POINT(52.3729788,4.8814118)";4.8814118;52.3729788;
187;"VONDST";"Vondsten";"kop, pijpaarde, 1750-1800";"Rozenstraat 56";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO19.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8815591,52.3730132)";"POINT(52.3730132,4.8815591)";4.8815591;52.3730132;
188;"VONDST";"Vondsten";"grape, faience, Holland, 1675-1700";"Rozengracht 35";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ROG.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8816478,52.3734404)";"POINT(52.3734404,4.8816478)";4.8816478;52.3734404;
189;"VONDST";"Vondsten";"wipvogel, vurenhout, 1650-1700";"Rozengracht 27";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/ROG9.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8818991,52.3734366)";"POINT(52.3734366,4.8818991)";4.8818991;52.3734366;
190;"VONDST";"Vondsten";"kan, opaline glas, 1725-1775";"Prinsengracht 216";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/PR14.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8824809,52.3728453)";"POINT(52.3728453,4.8824809)";4.8824809;52.3728453;
191;"VONDST";"Vondsten";"kom, porselein, China, 1700-1750";"Prinsengracht 224";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/PR12.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.882529,52.3727042)";"POINT(52.3727042,4.882529)";4.882529;52.3727042;
192;"VONDST";"Vondsten";"gemberpot, porselein China, 1800-1900";"Rozenstraat 137";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO14.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8792369,52.3721396)";"POINT(52.3721396,4.8792369)";4.8792369;52.3721396;
193;"VONDST";"Vondsten";"bord, faience Holland, 1625-1650";"Rozenstraat 139-141";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO5.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8791211,52.3721625)";"POINT(52.3721625,4.8791211)";4.8791211;52.3721625;
194;"VONDST";"Vondsten";"beursbeugel, brons, 1650-1675";"Rozenstraat 203";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/RO9.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8778288,52.3717696)";"POINT(52.3717696,4.8778288)";4.8778288;52.3717696;
195;"VONDST";"Vondsten";"blokfluit, esdoornhout, 1675-1725";"Laurierstraat 204";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/LAUS3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8781092,52.3715445)";"POINT(52.3715445,4.8781092)";4.8781092;52.3715445;
196;"VONDST";"Vondsten";"beker, loodglas, 1700-1725";"Lauriergracht 74";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/LAU2.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8809068,52.3717124)";"POINT(52.3717124,4.8809068)";4.8809068;52.3717124;
197;"BEERPUT_VONDST";"Beerputten en vondsten";"glassnijder,koperlegering, 1700-1750";"Konijnenstraat 9";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/KONb3.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/KONb3.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8818958,52.3711554)";"POINT(52.3711554,4.8818958)";4.8818958;52.3711554;
198;"VONDST";"Vondsten";"kooltjestang, koper, 1625-1675";"Prinsengracht 352";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/PR18.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8821328,52.3680731)";"POINT(52.3680731,4.8821328)";4.8821328;52.3680731;
199;"VONDST";"Vondsten";"kraag, koper, 1675-1725";"Brouwersgracht 87";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/BR1.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8887021,52.3797461)";"POINT(52.3797461,4.8887021)";4.8887021;52.3797461;
200;"VONDST";"Vondsten";"zoutvat, tin, 1675-1725";"Prinsengracht 31";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/PR16.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8879492,52.3794219)";"POINT(52.3794219,4.8879492)";4.8879492;52.3794219;
201;"VONDST";"Vondsten";"bord, faience Italië, 1580-1600";"Keizersgracht 52-60";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KG8.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.887996,52.3784148)";"POINT(52.3784148,4.887996)";4.887996;52.3784148;
202;"VONDST";"Vondsten";"kom, faience Italië, 1600-1625";"Westermarkt 11";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/WES.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8842862,52.3738028)";"POINT(52.3738028,4.8842862)";4.8842862;52.3738028;
203;"VONDST";"Vondsten";"vonkenvanger, koper, 1750-1800";"Keizersgracht 204";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KG12.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.884393,52.373696)";"POINT(52.373696,4.884393)";4.884393;52.373696;
204;"VONDST";"Vondsten";"pispot, faience, Holland, 1650-1700";"Keizersgracht 226";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KG17.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8843658,52.3728301)";"POINT(52.3728301,4.8843658)";4.8843658;52.3728301;
205;"VONDST";"Vondsten";"kom, faience, Italië, 1600-1625";"Keizersgracht 228";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KG15.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8842819,52.3727805)";"POINT(52.3727805,4.8842819)";4.8842819;52.3727805;
206;"BEERPUT_VONDST";"Beerput en vondsten";"boterspatel, buxushout, 1650-1700";"Keizersgracht  242-252";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/bp_KG33.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KG33.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8841898,52.3720061)";"POINT(52.3720061,4.8841898)";4.8841898;52.3720061;
207;"VONDST";"Vondsten";"spiegel, glas, 1700-1800";"Keizersgracht 188";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/KG23.jpg";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8850319,52.3750273)";"POINT(52.3750273,4.8850319)";4.8850319;52.3750273;
