OBJECTNUMMER;SELECTIE;Nederlandse_naam;Wetenschappelijke_naam;Kademuur;Beschermd;Rode_lijst;Water;Straat;Brugnummer;Aantal_in_2009;Aantal_in_2010;Aantal_in_2011;Aantal_in_2012;Aantal_in_2013;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
844;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Kosterlorenvaart";"2e Kostverlorenkade";"";"";"";"1";"";"0 exemplaren";"POINT(4.865596,52.3704344)";"POINT(52.3704344,4.865596)";4.865596;52.3704344;
845;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Kosterlorenvaart";"2e Kostverlorenkade";"";"";"";"";"";"4";"POINT(4.8656981,52.3705451)";"POINT(52.3705451,4.8656981)";4.8656981;52.3705451;
846;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"3";"";"3";"";"1";"POINT(4.865998,52.3637053)";"POINT(52.3637053,4.865998)";4.865998;52.3637053;
847;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Noorder Amstelkanaal";"Olympiaplein";"";"";"";"5";"0 exemplaren";"5";"POINT(4.8664429,52.3508193)";"POINT(52.3508193,4.8664429)";4.8664429;52.3508193;
848;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Jacob van Lennepkade";"";"2";"";"3";"";"15";"POINT(4.8663962,52.3635718)";"POINT(52.3635718,4.8663962)";4.8663962;52.3635718;
849;"NB_1074";"Vijgenboom";"Ficus carica";"Ja";"";"";"Jacob van Lennepkanaal";"Hennetjesbrug";"179";"";"";"";"";"1";"POINT(4.866894,52.3636824)";"POINT(52.3636824,4.866894)";4.866894;52.3636824;
850;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Kosterlorenvaart";"2e Kostverlorenkade";"";"";"";"";"";"1";"POINT(4.8670661,52.3715827)";"POINT(52.3715827,4.8670661)";4.8670661;52.3715827;
851;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Hugo de Grootgracht";"Bilderdijkpark";"";"";"";"3";"";"4";"POINT(4.867974,52.3717658)";"POINT(52.3717658,4.867974)";4.867974;52.3717658;
852;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Westelijke Gashouder";"Gosschalklaan";"";"11";"8";"9";"";"0 exemplaren";"POINT(4.8680589,52.385842)";"POINT(52.385842,4.8680589)";4.8680589;52.385842;
853;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Bilderdijkgracht";"Bilderdijkkade";"135";"1";"";"";"";"0 exemplaren";"POINT(4.8683989,52.370629)";"POINT(52.370629,4.8683989)";4.8683989;52.370629;
854;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Westelijke Gashouder";"Polonceaukade";"";"";"";"";"";"1";"POINT(4.8682802,52.3858534)";"POINT(52.3858534,4.8682802)";4.8682802;52.3858534;
855;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"2";"";"4";"";"5";"POINT(4.8684809,52.3698546)";"POINT(52.3698546,4.8684809)";4.8684809;52.3698546;
856;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Brug De Clercqstraat";"135";"1";"";"";"";"0 exemplaren";"POINT(4.8685481,52.3703848)";"POINT(52.3703848,4.8685481)";4.8685481;52.3703848;
857;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Jacob van Lennepkanaal";"Gerard Borstkade";"";"";"";"";"";"1";"POINT(4.869251,52.3642508)";"POINT(52.3642508,4.869251)";4.869251;52.3642508;
858;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Hugo de Grootgracht";"Hugo de Grootkade";"";"";"";"";"";"1";"POINT(4.869231,52.3722579)";"POINT(52.3722579,4.869231)";4.869231;52.3722579;
859;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Jacob van Lennepkanaal";"Gerard Borstkade";"";"1";"";"1";"";"1";"POINT(4.8698661,52.3644225)";"POINT(52.3644225,4.8698661)";4.8698661;52.3644225;
860;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Hugo de Grootgracht";"Hugo de Grootkade";"";"2";"";"";"";"2";"POINT(4.8699639,52.3724066)";"POINT(52.3724066,4.8699639)";4.8699639;52.3724066;
861;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"2";"";"1";"";"1";"POINT(4.8701088,52.3675162)";"POINT(52.3675162,4.8701088)";4.8701088;52.3675162;
862;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Bilderdijkgracht";"Bilderdijkkade";"";"1";"";"1";"";"1";"POINT(4.8706682,52.3674018)";"POINT(52.3674018,4.8706682)";4.8706682;52.3674018;
863;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"";"";"";"";"1";"POINT(4.8708408,52.3664519)";"POINT(52.3664519,4.8708408)";4.8708408;52.3664519;
864;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"";"";"2";"";"0 exemplaren";"POINT(4.8708551,52.3664519)";"POINT(52.3664519,4.8708551)";4.8708551;52.3664519;
865;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"6";"";"1";"";"0 exemplaren";"POINT(4.8718779,52.3656279)";"POINT(52.3656279,4.8718779)";4.8718779;52.3656279;
866;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"2";"";"1";"";"0 exemplaren";"POINT(4.8718779,52.3656279)";"POINT(52.3656279,4.8718779)";4.8718779;52.3656279;
867;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Da Costagracht";"Brug De Clercqstraat";"108";"0 exemplaren";"";"5";"";"0 exemplaren";"POINT(4.871887,52.3711363)";"POINT(52.3711363,4.871887)";4.871887;52.3711363;
868;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Da Costagracht";"Da Costakade";"";"";"";"";"";"1";"POINT(4.8719051,52.3696257)";"POINT(52.3696257,4.8719051)";4.8719051;52.3696257;
869;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"11";"";"12";"";"13";"POINT(4.8720119,52.3654486)";"POINT(52.3654486,4.8720119)";4.8720119;52.3654486;
870;"NB_2421";"Tripmadam";"Sedum reflexum";"Ja";"";"BE";"Bilderdijkgracht";"Bilderdijkkade";"";"";"";"1";"";"0 exemplaren";"POINT(4.8720119,52.3654486)";"POINT(52.3654486,4.8720119)";4.8720119;52.3654486;
871;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Bilderdijkgracht";"Bilderdijkkade";"";"";"";"";"";"1";"POINT(4.872072,52.3653609)";"POINT(52.3653609,4.872072)";4.872072;52.3653609;
872;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Da Costagracht";"Da Costakade";"";"";"";"1";"";"1";"POINT(4.872164,52.3700682)";"POINT(52.3700682,4.872164)";4.872164;52.3700682;
873;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Da Costagracht";"Brug Potgieterstraat";"138";"280";"";"30";"";"209";"POINT(4.8721878,52.3693053)";"POINT(52.3693053,4.8721878)";4.8721878;52.3693053;
874;"BE_1013";"Muurbloem";"Erysimum cheiri";"Ja";"F2";"BE";"Da Costagracht";"Da Costakade";"";"";"";"";"";"2";"POINT(4.8722398,52.3699004)";"POINT(52.3699004,4.8722398)";4.8722398;52.3699004;
875;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Het IJ";"Surinamekade";"";"";"";"";"";"3";"POINT(4.9374268,52.3777396)";"POINT(52.3777396,4.9374268)";4.9374268;52.3777396;
876;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"2";"";"1";"";"0 exemplaren";"POINT(4.9375489,52.3744322)";"POINT(52.3744322,4.9375489)";4.9375489;52.3744322;
877;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"1";"2";"1";"POINT(4.9375598,52.3777243)";"POINT(52.3777243,4.9375598)";4.9375598;52.3777243;
878;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"2";"1";"POINT(4.9376371,52.374417)";"POINT(52.374417,4.9376371)";4.9376371;52.374417;
879;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"1";"";"0 exemplaren";"1";"1";"POINT(4.9378431,52.3743788)";"POINT(52.3743788,4.9378431)";4.9378431;52.3743788;
880;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"1";"1";"POINT(4.9378831,52.3777167)";"POINT(52.3777167,4.9378831)";4.9378831;52.3777167;
881;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"1";"";"0 exemplaren";"3";"5";"POINT(4.9379752,52.3743636)";"POINT(52.3743636,4.9379752)";4.9379752;52.3743636;
882;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"2";"";"0 exemplaren";"2";"3";"POINT(4.9380929,52.3743254)";"POINT(52.3743254,4.9380929)";4.9380929;52.3743254;
883;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"2";"";"7";"4";"POINT(4.9382212,52.37769)";"POINT(52.37769,4.9382212)";4.9382212;52.37769;
884;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"4";"";"0 exemplaren";"0 exemplaren";"1";"POINT(4.9382551,52.3743025)";"POINT(52.3743025,4.9382551)";4.9382551;52.3743025;
885;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"1";"1";"5";"7";"6";"POINT(4.9384019,52.3742835)";"POINT(52.3742835,4.9384019)";4.9384019;52.3742835;
886;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"4";"1";"6";"2";"4";"POINT(4.9385931,52.3742491)";"POINT(52.3742491,4.9385931)";4.9385931;52.3742491;
887;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"";"1";"POINT(4.9385588,52.3776747)";"POINT(52.3776747,4.9385588)";4.9385588;52.3776747;
888;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"5";"9";"12";"36";"31";"POINT(4.9386179,52.3776747)";"POINT(52.3776747,4.9386179)";4.9386179;52.3776747;
889;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"5";"3";"7";"13";"22";"POINT(4.9386961,52.3742301)";"POINT(52.3742301,4.9386961)";4.9386961;52.3742301;
890;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"1";"0 exemplaren";"POINT(4.9387348,52.3776633)";"POINT(52.3776633,4.9387348)";4.9387348;52.3776633;
891;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"17";"11";"15";"13";"22";"POINT(4.9388392,52.3702857)";"POINT(52.3702857,4.9388392)";4.9388392;52.3702857;
892;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"1";"2";"2";"";"1";"POINT(4.9388969,52.3776557)";"POINT(52.3776557,4.9388969)";4.9388969;52.3776557;
893;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"1";"8";"POINT(4.9389412,52.3776557)";"POINT(52.3776557,4.9389412)";4.9389412;52.3776557;
894;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"48";"43";"20";"15";"10";"POINT(4.9389908,52.3741767)";"POINT(52.3741767,4.9389908)";4.9389908;52.3741767;
895;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"103";"74";"60";"53";"60";"POINT(4.9390938,52.3741614)";"POINT(52.3741614,4.9390938)";4.9390938;52.3741614;
896;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"1";"";"11";"7";"POINT(4.9390881,52.377648)";"POINT(52.377648,4.9390881)";4.9390881;52.377648;
897;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"1";"1";"";"2";"3";"POINT(4.9391911,52.3702971)";"POINT(52.3702971,4.9391911)";4.9391911;52.3702971;
898;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"46";"48";"45";"55";"70";"POINT(4.9392412,52.3741423)";"POINT(52.3741423,4.9392412)";4.9392412;52.3741423;
899;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"1";"6";"";"32";"25";"POINT(4.9392049,52.3776404)";"POINT(52.3776404,4.9392049)";4.9392049;52.3776404;
900;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"4";"6";"7";"6";"1";"POINT(4.939235,52.3776404)";"POINT(52.3776404,4.939235)";4.939235;52.3776404;
901;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"2";"6";"8";"8";"11";"POINT(4.9393442,52.3741156)";"POINT(52.3741156,4.9393442)";4.9393442;52.3741156;
902;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"0 exemplaren";"";"";"1";"1";"POINT(4.939338,52.3776328)";"POINT(52.3776328,4.939338)";4.939338;52.3776328;
903;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"7";"29";"18";"91";"61";"POINT(4.9393518,52.3776328)";"POINT(52.3776328,4.9393518)";4.9393518;52.3776328;
904;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"";"";"";"1";"0 exemplaren";"POINT(4.9393518,52.3776328)";"POINT(52.3776328,4.9393518)";4.9393518;52.3776328;
905;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"40";"40";"20";"";"9";"POINT(4.939543,52.3776213)";"POINT(52.3776213,4.939543)";4.939543;52.3776213;
906;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"8";"9";"14";"34";"22";"POINT(4.939543,52.3776213)";"POINT(52.3776213,4.939543)";4.939543;52.3776213;
907;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"16";"24";"22";"89";"51";"POINT(4.9396899,52.3776137)";"POINT(52.3776137,4.9396899)";4.9396899;52.3776137;
908;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Entrepothaven";"Borneokade";"";"1";"";"2";"0 exemplaren";"1";"POINT(4.939822,52.3703353)";"POINT(52.3703353,4.939822)";4.939822;52.3703353;
909;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"50";"50";"31";"120";"94";"POINT(4.9397929,52.3776061)";"POINT(52.3776061,4.9397929)";4.9397929;52.3776061;
910;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"69";"73";"65";"100";"95";"POINT(4.9399402,52.3776061)";"POINT(52.3776061,4.9399402)";4.9399402;52.3776061;
911;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"";"";"";"1";"1";"POINT(4.940027,52.3762137)";"POINT(52.3762137,4.940027)";4.940027;52.3762137;
912;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"15";"17";"17";"104";"38";"POINT(4.9400871,52.3775984)";"POINT(52.3775984,4.9400871)";4.9400871;52.3775984;
913;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"19";"20";"40";"110";"71";"POINT(4.9402192,52.3775984)";"POINT(52.3775984,4.9402192)";4.9402192;52.3775984;
914;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"1";"";"2";"5";"3";"POINT(4.940336,52.3762213)";"POINT(52.3762213,4.940336)";4.940336;52.3762213;
915;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"";"";"1";"0 exemplaren";"2";"POINT(4.9404089,52.3704001)";"POINT(52.3704001,4.9404089)";4.9404089;52.3704001;
916;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"38";"50";"60";"160";"64";"POINT(4.9403951,52.3775984)";"POINT(52.3775984,4.9403951)";4.9403951;52.3775984;
917;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"3";"6";"5";"5";"7";"POINT(4.940438,52.3762328)";"POINT(52.3762328,4.940438)";4.940438;52.3762328;
918;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Ertshaven";"Levantkade";"";"";"";"";"";"1";"POINT(4.9404972,52.3762251)";"POINT(52.3762251,4.9404972)";4.9404972;52.3762251;
919;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-West";"";"";"";"";"";"1";"POINT(4.9405959,52.3693396)";"POINT(52.3693396,4.9405959)";4.9405959;52.3693396;
920;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"8";"11";"20";"90";"19";"POINT(4.9405272,52.3775984)";"POINT(52.3775984,4.9405272)";4.9405272;52.3775984;
921;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"42";"52";"50";"105";"37";"POINT(4.9406888,52.3776099)";"POINT(52.3776099,4.9406888)";4.9406888;52.3776099;
922;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"5";"13";"4";"57";"16";"POINT(4.9408209,52.3776099)";"POINT(52.3776099,4.9408209)";4.9408209;52.3776099;
923;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"2";"5";"5";"27";"5";"POINT(4.9409678,52.3776175)";"POINT(52.3776175,4.9409678)";4.9409678;52.3776175;
924;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"";"";"2";"0 exemplaren";"2";"POINT(4.9410541,52.3704726)";"POINT(52.3704726,4.9410541)";4.9410541;52.3704726;
925;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-West";"";"0 exemplaren";"";"0 exemplaren";"1";"0 exemplaren";"POINT(4.9411681,52.3693434)";"POINT(52.3693434,4.9411681)";4.9411681;52.3693434;
926;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"7";"13";"3";"28";"7";"POINT(4.9411151,52.3776175)";"POINT(52.3776175,4.9411151)";4.9411151;52.3776175;
927;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Ertshaven";"Levantkade";"";"";"";"1";"5";"5";"POINT(4.9411728,52.3762442)";"POINT(52.3762442,4.9411728)";4.9411728;52.3762442;
928;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Spoorwegbassin";"Panamakade";"";"";"";"";"";"1";"POINT(4.9412391,52.3725516)";"POINT(52.3725516,4.9412391)";4.9412391;52.3725516;
929;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"1";"9";"2";"3";"1";"POINT(4.9413049,52.377629)";"POINT(52.377629,4.9413049)";4.9413049;52.377629;
930;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"8";"9";"10";"8";"10";"POINT(4.9414799,52.3705298)";"POINT(52.3705298,4.9414799)";4.9414799;52.3705298;
931;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"2";"4";"";"6";"0 exemplaren";"POINT(4.941438,52.377629)";"POINT(52.377629,4.941438)";4.941438;52.377629;
932;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"28";"28";"12";"33";"22";"POINT(4.9415548,52.3776404)";"POINT(52.3776404,4.9415548)";4.9415548;52.3776404;
933;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"1";"3";"3";"2";"5";"POINT(4.9417579,52.3705565)";"POINT(52.3705565,4.9417579)";4.9417579;52.3705565;
934;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Ertshaven";"Levantkade";"";"";"3";"4";"2";"3";"POINT(4.9417298,52.3762747)";"POINT(52.3762747,4.9417298)";4.9417298;52.3762747;
935;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"8";"9";"6";"13";"1";"POINT(4.941849,52.377648)";"POINT(52.377648,4.941849)";4.941849;52.377648;
936;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"2";"1";"6";"2";"4";"POINT(4.9419491,52.3705756)";"POINT(52.3705756,4.9419491)";4.9419491;52.3705756;
937;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"9";"10";"10";"10";"0 exemplaren";"POINT(4.9419072,52.377648)";"POINT(52.377648,4.9419072)";4.9419072;52.377648;
938;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"9";"4";"POINT(4.9420102,52.3776518)";"POINT(52.3776518,4.9420102)";4.9420102;52.3776518;
939;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"16";"14";"24";"4";"13";"POINT(4.9421098,52.3706023)";"POINT(52.3706023,4.9421098)";4.9421098;52.3706023;
940;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"2";"1";"2";"0 exemplaren";"POINT(4.9421132,52.3776595)";"POINT(52.3776595,4.9421132)";4.9421132;52.3776595;
941;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"7";"12";"4";"22";"6";"POINT(4.9422738,52.3776595)";"POINT(52.3776595,4.9422738)";4.9422738;52.3776595;
942;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Nieuwe Vaart";"Zeeburgerpad 72_73";"";"";"";"";"1";"0 exemplaren";"POINT(4.9424822,52.3671805)";"POINT(52.3671805,4.9424822)";4.9424822;52.3671805;
943;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"3";"8";"";"19";"11";"POINT(4.9424059,52.3776671)";"POINT(52.3776671,4.9424059)";4.9424059;52.3776671;
944;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"";"";"";"";"3";"POINT(4.9426382,52.3706519)";"POINT(52.3706519,4.9426382)";4.9426382;52.3706519;
945;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Ertshaven";"Levantkade";"";"2";"2";"6";"10";"8";"POINT(4.9426262,52.3762938)";"POINT(52.3762938,4.9426262)";4.9426262;52.3762938;
946;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Amsterdam-Rijnkanaal";"Westelijk Merwedekanaaldijk";"SLU";"";"";"";"";"1";"POINT(4.9579232,52.363095)";"POINT(52.363095,4.9579232)";4.9579232;52.363095;
947;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Amsterdam-Rijnkanaal";"Westelijk Merwedekanaaldijk";"SLU";"1";"";"2";"";"12";"POINT(4.9580319,52.3624732)";"POINT(52.3624732,4.9580319)";4.9580319;52.3624732;
948;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Amsterdam-Rijnkanaal";"Westelijk Merwedekanaaldijk";"SLU";"";"";"1";"";"1";"POINT(4.9580309,52.3625914)";"POINT(52.3625914,4.9580309)";4.9580309;52.3625914;
949;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Oostelijke Gashouder";"Gosschalklaan";"";"";"13";"11";"";"12";"POINT(6.043894,52.3856246)";"POINT(52.3856246,6.043894)";6.043894;52.3856246;
950;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Nieuwe Achtergracht";"Nieuwe Achtergracht";"";"";"";"";"";"1";"POINT(4.9050562,52.3618743)";"POINT(52.3618743,4.9050562)";4.9050562;52.3618743;
951;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Haarlemmervaart";"Haarlemmerweg";"193";"";"";"";"";"1";"POINT(4.8749521,52.3855292)";"POINT(52.3855292,4.8749521)";4.8749521;52.3855292;
952;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Nee";"F2";"";"";"Burg. Van der Pollstraat";"";"";"";"";"";"1";"POINT(4.8322499,52.3739325)";"POINT(52.3739325,4.8322499)";4.8322499;52.3739325;
953;"BE_288";"Zwartsteel";"Asplenium adiantum-nigrum";"Nee";"F2";"";"";"s Gravesandestraat";"";"28";"";"39";"";"10";"POINT(4.9154842,52.3613516)";"POINT(52.3613516,4.9154842)";4.9154842;52.3613516;
954;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Nee";"F2";"";"";"Den Brielstraat";"";"";"";"";"";"10";"POINT(4.861335,52.3818328)";"POINT(52.3818328,4.861335)";4.861335;52.3818328;
